12024,혈사조의 깃+4,활,3,0,643(+19),0,58,20027x16,-,-,-,20000
12025,사냥신의 전령,활,4,0,712(+69),0,60,20008x20,20003x20,20013x24,20031x6,100000
12026,사냥신의 전령+1,활,4,0,731(+19),0,62,20027x14,-,-,-,50000
12027,사냥신의 전령+2,활,4,0,750(+19),0,64,20027x16,-,-,-,50000
12028,사냥신의 전령+3,활,4,0,770(+20),0,66,20027x18,-,-,-,50000
12029,사냥신의 전령+4,활,4,0,790(+20),0,68,20027x20,-,-,-,50000
12030,신록궁 플로레시아,활,4,0,859(+69),0,70,20009x20,20004x20,20014x30,20031x12,200000
12031,신록궁 플로레시아+1,활,4,0,883(+24),0,70,20028x18,-,-,-,50000
12032,신록궁 플로레시아+2,활,4,0,907(+24),0,70,20028x20,-,-,-,50000
12033,신록궁 플로레시아+3,활,4,0,932(+25),0,70,20028x22,-,-,-,50000
12034,신록궁 플로레시아+4,활,4,0,957(+25),0,70,20028x24,-,-,-,50000
12035,폭풍의 속삭임,활,5,0,1109(+152),0,80,20009x30,20004x30,20014x60,20032x10,400000
12036,폭풍의 속삭임+1,활,5,0,1151(+42),0,80,20028x22,-,-,-,100000
12037,폭풍의 속삭임+2,활,5,0,1193(+42),0,80,20028x24,-,-,-,100000
12038,폭풍의 속삭임+3,활,5,0,1235(+42),0,80,20028x26,-,-,-,100000
12039,폭풍의 속삭임+4,활,5,0,1277(+42),0,80,20028x28,-,-,-,100000
12040,종언의 끝,활,5,0,1489(+212),0,90,20010x40,20005x40,20015x90,20033x20,600000
12041,종언의 끝+1,활,5,0,1551(+62),0,90,20029x26,-,-,-,100000
12042,종언의 끝+2,활,5,0,1613(+62),0,90,20029x28,-,-,-,100000
12043,종언의 끝+3,활,5,0,1675(+62),0,90,20029x30,-,-,-,100000
12044,종언의 끝+4,활,5,0,1737(+62),0,90,20029x32,-,-,-,100000
13001,낡은 단검,단검,1,0,15,0,1,-,-,-,-,-
13002,낡은 단검+1,단검,1,0,34(+19),0,5,20025x1,-,-,-,200
13003,쓸만한 대거,단검,1,0,127(+93),0,10,20001x5,20011x2,-,-,1000
13004,쓸만한 대거+1,단검,1,0,147(+20),0,12,20025x1,-,-,-,1000
13005,쓸만한 대거+2,단검,1,0,167(+20),0,15,20025x2,-,-,-,1000
13006,은퇴 도적의 숏소드,단검,2,0,261(+94),0,20,20001x10,20011x3,-,-,5000
13007,은퇴 도적의 숏소드+1,단검,2,0,283(+22),0,21,20025x1,-,-,-,3000
13008,은퇴 도적의 숏소드+2,단검,2,0,305(+22),0,23,20025x2,-,-,-,3000
13009,부름받은 자의 티메타르,단검,2,0,327(+22),0,25,20025x3,-,-,-,3000
13010,부름받은 자의 티메타르,단검,2,0,421(+94),0,30,20002x10,20012x8,-,-,10000
13011,부름받은 자의 티메타르+1,단검,2,0,443(+22),0,31,20026x4,-,-,-,5000
13012,부름받은 자의 티메타르+2,단검,2,0,465(+22),0,32,20026x6,-,-,-,5000
13013,부름받은 자의 티메타르+3,단검,2,0,489(+24),0,33,20026x8,-,-,-,5000
13014,부름받은 자의 티메타르+4,단검,2,0,513(+24),0,35,20026x10,-,-,-,5000
13015,오로치노코타나,단검,3,0,609(+96),0,40,20002x20,20012x12,20030x1,-,30000
13016,오로치노코타나+1,단검,3,0,633(+24),0,42,20026x6,-,-,-,10000
13017,오로치노코타나+2,단검,3,0,657(+24),0,44,20026x8,-,-,-,10000
13018,오로치노코타나+3,단검,3,0,682(+25),0,46,20026x10,-,-,-,10000
13019,오로치노코타나+4,단검,3,0,707(+25),0,48,20026x12,-,-,-,10000
13020,피를 마시는 티그리스,단검,3,0,805(+98),0,50,20003x20,20013x16,20030x3,-,50000
13021,피를 마시는 티그리스+1,단검,3,0,830(+25),0,52,20027x10,-,-,-,20000
13022,피를 마시는 티그리스+2,단검,3,0,855(+25),0,54,20027x12,-,-,-,20000
13023,피를 마시는 티그리스+3,단검,3,0,882(+27),0,56,20027x14,-,-,-,20000
13024,피를 마시는 티그리스+4,단검,3,0,909(+27),0,58,20027x16,-,-,-,20000
13025,이클립스 스팅어,단검,4,0,1007(+98),0,60,20003x40,20013x24,20031x6,-,100000
13026,이클립스 스팅어+1,단검,4,0,1034(+27),0,62,20027x14,-,-,-,50000
13027,이클립스 스팅어+2,단검,4,0,1061(+27),0,64,20027x16,-,-,-,50000
13028,이클립스 스팅어+3,단검,4,0,1089(+28),0,66,20027x18,-,-,-,50000
13029,이클립스 스팅어+4,단검,4,0,1117(+28),0,68,20027x20,-,-,-,50000
13030,고요한 밤의 달조각,단검,4,0,1241(+124),0,70,20004x40,20014x30,20031x12,-,200000
13031,고요한 밤의 달조각+1,단검,4,0,1275(+34),0,70,20028x18,-,-,-,50000
13032,고요한 밤의 달조각+2,단검,4,0,1309(+34),0,70,20028x20,-,-,-,50000
13033,고요한 밤의 달조각+3,단검,4,0,1344(+35),0,70,20028x22,-,-,-,50000
13034,고요한 밤의 달조각+4,단검,4,0,1379(+35),0,70,20028x24,-,-,-,50000
13035,묵시록의 종막,단검,5,0,1534(+155),0,80,20004x60,20014x60,20032x10,-,400000
13036,묵시록의 종막+1,단검,5,0,1572(+38),0,80,20028x22,-,-,-,100000
13037,묵시록의 종막+2,단검,5,0,1610(+38),0,80,20028x24,-,-,-,100000
13038,묵시록의 종막+3,단검,5,0,1650(+40),0,80,20028x26,-,-,-,100000
13039,묵시록의 종막+4,단검,5,0,1690(+40),0,80,20028x28,-,-,-,100000
13040,사신의 몫,단검,5,0,1894(+204),0,90,20005x80,20015x90,20033x20,-,600000
13041,사신의 몫+1,단검,5,0,1958(+64),0,90,20029x26,-,-,-,100000
13042,사신의 몫+2,단검,5,0,2022(+64),0,90,20029x28,-,-,-,100000
13043,사신의 몫+3,단검,5,0,2086(+64),0,90,20029x30,-,-,-,100000
13044,사신의 몫+4,단검,5,0,2150(+64),0,90,20029x32,-,-,-,100000
14001,마도학 입문,마도서,1,0,10,0,1,-,-,-,-,-
14002,마도학 입문+1,마도서,1,0,26(+16),0,5,20025x1,-,-,-,200
14003,견습 마법사의 마법서,마도서,1,0,103(+77),0,10,20006x5,20011x2,-,-,1000
14004,견습 마법사의 마법서+1,마도서,1,0,120(+17),0,12,20025x1,-,-,-,1000
14005,견습 마법사의 마법서+2,마도서,1,0,137(+17),0,15,20025x2,-,-,-,1000
14006,마법의 정석,마도서,2,0,215(+78),0,20,20006x10,20011x3,-,-,5000
14007,마법의 정석+1,마도서,2,0,233(+18),0,21,20025x1,-,-,-,3000
14008,마법의 정석+2,마도서,2,0,251(+18),0,23,20025x2,-,-,-,3000
14009,마법의 정석+3,마도서,2,0,269(+18),0,25,20025x3,-,-,-,3000
14010,메피스토펠레스의 조소,마도서,2,0,349(+80),0,30,20007x10,20012x8,-,-,10000
14011,메피스토펠레스의 조소+1,마도서,2,0,368(+19),0,31,20026x4,-,-,-,5000
14012,메피스토펠레스의 조소+2,마도서,2,0,387(+19),0,32,20026x6,-,-,-,5000
14013,메피스토펠레스의 조소+3,마도서,2,0,406(+19),0,33,20026x8,-,-,-,5000
14014,메피스토펠레스의 조소+4,마도서,2,0,425(+19),0,35,20026x10,-,-,-,5000
14015,눈먼 자의 후회,마도서,3,0,505(+80),0,40,20007x20,20012x12,20030x1,-,30000
14016,눈먼 자의 후회+1,마도서,3,0,525(+20),0,42,20026x6,-,-,-,10000
14017,눈먼 자의 후회+2,마도서,3,0,545(+20),0,44,20026x8,-,-,-,10000
14018,눈먼 자의 후회+3,마도서,3,0,566(+21),0,46,20026x10,-,-,-,10000
14019,눈먼 자의 후회+4,마도서,3,0,587(+21),0,48,20026x12,-,-,-,10000
14020,블러디 메리,마도서,3,0,668(+81),0,50,20008x20,20013x16,20030x3,-,50000
14021,블러디 메리+1,마도서,3,0,690(+22),0,52,20027x10,-,-,-,20000
14022,블러디 메리+2,마도서,3,0,712(+22),0,54,20027x12,-,-,-,20000
14023,블러디 메리+3,마도서,3,0,734(+22),0,56,20027x14,-,-,-,20000
14024,블러디 메리+4,마도서,3,0,756(+22),0,58,20027x16,-,-,-,20000
14025,그림 그리모어,마도서,4,0,837(+81),0,60,20008x40,20013x24,20031x6,-,100000
14026,그림 그리모어+1,마도서,4,0,860(+23),0,62,20027x14,-,-,-,50000
14027,그림 그리모어+2,마도서,4,0,883(+23),0,64,20027x16,-,-,-,50000
14028,그림 그리모어+3,마도서,4,0,906(+23),0,66,20027x18,-,-,-,50000
14029,그림 그리모어+4,마도서,4,0,929(+23),0,68,20027x20,-,-,-,50000
14030,클라우드 시프트,마도서,4,0,1032(+103),0,70,20009x40,20014x30,20031x12,-,200000
14031,클라우드 시프트+1,마도서,4,0,1060(+28),0,70,20028x18,-,-,-,50000
14032,클라우드 시프트+2,마도서,4,0,1088(+28),0,70,20028x20,-,-,-,50000
14033,클라우드 시프트+3,마도서,4,0,1117(+29),0,70,20028x22,-,-,-,50000
14034,클라우드 시프트+4,마도서,4,0,1146(+29),0,70,20028x24,-,-,-,50000
14035,아브라멜린,마도서,5,0,1300(+154),0,80,20009x60,20014x60,20032x10,-,400000
14036,아브라멜린+1,마도서,5,0,1344(+44),0,80,20028x22,-,-,-,100000
14037,아브라멜린+2,마도서,5,0,1388(+44),0,80,20028x24,-,-,-,100000
14038,아브라멜린+3,마도서,5,0,1342(+44),0,80,20028x26,-,-,-,100000
14039,아브라멜린+4,마도서,5,0,1476(+44),0,80,20028x28,-,-,-,100000
14040,베리타스 바벨,마도서,5,0,1754(+278),0,90,20010x80,20015x90,20033x20,-,600000
14041,베리타스 바벨+1,마도서,5,0,1818(+64),0,90,20029x26,-,-,-,100000
14042,베리타스 바벨+2,마도서,5,0,1882(+64),0,90,20029x28,-,-,-,100000
14043,베리타스 바벨+3,마도서,5,0,1946(+64),0,90,20029x30,-,-,-,100000
14044,베리타스 바벨+4,마도서,5,0,2010(+64),0,90,20029x32,-,-,-,100000
