11025,트래지디 브링어,장검,4,0,672(+64),0,60,20003x40,20013x24,20032x6,-,100000
11026,트래지디 브링어+1,장검,4,0,690(+18),0,62,20028x14,-,-,-,50000
11027,트래지디 브링어+2,장검,4,0,708(+18),0,64,20028x16,-,-,-,50000
11028,트래지디 브링어+3,장검,4,0,727(+19),0,66,20028x18,-,-,-,50000
11029,트래지디 브링어+4,장검,4,0,746(+19),0,68,20028x20,-,-,-,50000
11030,연옥의 플랑베르쥬,장검,4,0,828(+84),0,70,20004x40,20014x30,20032x12,-,200000
11031,연옥의 플랑베르쥬+1,장검,4,0,850(+22),0,70,20029x18,-,-,-,50000
11032,연옥의 플랑베르쥬+2,장검,4,0,873(+23),0,70,20029x20,-,-,-,50000
11033,연옥의 플랑베르쥬+3,장검,4,0,896(+23),0,70,20029x22,-,-,-,50000
11034,연옥의 플랑베르쥬+4,장검,4,0,920(+24),0,70,20029x24,-,-,-,50000
11035,묵시록의 서막,장검,5,0,1070(+150),0,80,20004x60,20014x60,20033x10,-,400000
11036,묵시록의 서막+1,장검,5,0,1110(+40),0,80,20029x22,-,-,-,100000
11037,묵시록의 서막+2,장검,5,0,1150(+40),0,80,20029x24,-,-,-,100000
11038,묵시록의 서막+3,장검,5,0,1190(+40),0,80,20029x26,-,-,-,100000
11039,묵시록의 서막+4,장검,5,0,1230(+40),0,80,20029x28,-,-,-,100000
11040,은빛 서광,장검,5,0,1445(+215),0,90,20005x80,20015x90,20033x20,-,600000
11041,은빛 서광+1,장검,5,0,1509(+64),0,90,20030x26,-,-,-,100000
11042,은빛 서광+2,장검,5,0,1573(+64),0,90,20030x28,-,-,-,100000
11043,은빛 서광+3,장검,5,0,1637(+64),0,90,20030x30,-,-,-,100000
11044,은빛 서광+4,장검,5,0,1701(+64),0,90,20030x32,-,-,-,100000
12001,조잡한 나무 활,활,1,0,10,0,1,-,-,-,-,0
12002,조잡한 나무 활+1,활,1,0,23(+13),0,5,20026x1,-,-,-,200
12003,튼튼한 페더 보우,활,1,0,103(+80),0,10,20006x3,20001x2,20011x2,-,1000
12004,튼튼한 페더 보우+1,활,1,0,120(+17),0,12,20026x1,-,-,-,1000
12005,튼튼한 페더 보우+2,활,1,0,137(+17),0,15,20026x2,-,-,-,1000
12006,사냥꾼의 컴포지트 보우,활,2,0,184(+67),0,20,20006x5,20001x5,20011x3,-,5000
12007,사냥꾼의 컴포지트 보우+1,활,2,0,199(+15),0,21,20026x1,-,-,-,3000
12008,사냥꾼의 컴포지트 보우+2,활,2,0,214(+15),0,23,20026x2,-,-,-,3000
12009,사냥꾼의 컴포지트 보우+3,활,2,0,230(+16),0,25,20026x3,-,-,-,3000
12010,축성받은 아룬드 보우,활,2,0,297(+67),0,30,20007x5,20002x5,20012x8,-,10000
12011,축성받은 아룬드 보우+1,활,2,0,313(+16),0,31,20027x4,-,-,-,5000
12012,축성받은 아룬드 보우+2,활,2,0,329(+16),0,32,20027x6,-,-,-,5000
12013,축성받은 아룬드 보우+3,활,2,0,345(+16),0,33,20027x8,-,-,-,5000
12014,축성받은 아룬드 보우+4,활,2,0,361(+16),0,35,20027x10,-,-,-,5000
12015,눈을 꿰뚫는 메투스,활,3,0,430(+69),0,40,20007x10,20002x10,20012x12,20031x1,30000
12016,눈을 꿰뚫는 메투스+1,활,3,0,447(+17),0,42,20027x6,-,-,-,10000
12017,눈을 꿰뚫는 메투스+2,활,3,0,464(+17),0,44,20027x8,-,-,-,10000
12018,눈을 꿰뚫는 메투스+3,활,3,0,482(+18),0,46,20027x10,-,-,-,10000
12019,눈을 꿰뚫는 메투스+4,활,3,0,500(+18),0,48,20027x12,-,-,-,10000
12020,혈사조의 깃,활,3,0,569(+69),0,50,20008x10,20003x10,20013x16,20031x3,50000
12021,혈사조의 깃+1,활,3,0,587(+18),0,52,20028x10,-,-,-,20000
12022,혈사조의 깃+2,활,3,0,605(+18),0,54,20028x12,-,-,-,20000
12023,혈사조의 깃+3,활,3,0,624(+19),0,56,20028x14,-,-,-,20000
12024,혈사조의 깃+4,활,3,0,643(+19),0,58,20028x16,-,-,-,20000
12025,사냥신의 전령,활,4,0,712(+69),0,60,20008x20,20003x20,20013x24,20032x6,100000
12026,사냥신의 전령+1,활,4,0,731(+19),0,62,20028x14,-,-,-,50000
12027,사냥신의 전령+2,활,4,0,750(+19),0,64,20028x16,-,-,-,50000
12028,사냥신의 전령+3,활,4,0,770(+20),0,66,20028x18,-,-,-,50000
12029,사냥신의 전령+4,활,4,0,790(+20),0,68,20028x20,-,-,-,50000
12030,신록궁 플로레시아,활,4,0,859(+69),0,70,20009x20,20004x20,20014x30,20032x12,200000
12031,신록궁 플로레시아+1,활,4,0,883(+24),0,70,20029x18,-,-,-,50000
12032,신록궁 플로레시아+2,활,4,0,907(+24),0,70,20029x20,-,-,-,50000
12033,신록궁 플로레시아+3,활,4,0,932(+25),0,70,20029x22,-,-,-,50000
12034,신록궁 플로레시아+4,활,4,0,957(+25),0,70,20029x24,-,-,-,50000
12035,폭풍의 속삭임,활,5,0,1109(+152),0,80,20009x30,20004x30,20014x60,20033x10,400000
12036,폭풍의 속삭임+1,활,5,0,1151(+42),0,80,20029x22,-,-,-,100000
12037,폭풍의 속삭임+2,활,5,0,1193(+42),0,80,20029x24,-,-,-,100000
12038,폭풍의 속삭임+3,활,5,0,1235(+42),0,80,20029x26,-,-,-,100000
12039,폭풍의 속삭임+4,활,5,0,1277(+42),0,80,20029x28,-,-,-,100000
12040,종언의 끝,활,5,0,1489(+212),0,90,20010x40,20005x40,20015x90,20033x20,600000
12041,종언의 끝+1,활,5,0,1551(+62),0,90,20030x26,-,-,-,100000
12042,종언의 끝+2,활,5,0,1613(+62),0,90,20030x28,-,-,-,100000
12043,종언의 끝+3,활,5,0,1675(+62),0,90,20030x30,-,-,-,100000
12044,종언의 끝+4,활,5,0,1737(+62),0,90,20030x32,-,-,-,100000
13001,낡은 단검,단검,1,0,15,0,1,-,-,-,-,0
13002,낡은 단검+1,단검,1,0,34(+19),0,5,20026x1,-,-,-,200
13003,쓸만한 대거,단검,1,0,127(+93),0,10,20001x5,20011x2,-,-,1000
13004,쓸만한 대거+1,단검,1,0,147(+20),0,12,20026x1,-,-,-,1000
13005,쓸만한 대거+2,단검,1,0,167(+20),0,15,20026x2,-,-,-,1000
13006,은퇴 도적의 숏소드,단검,2,0,261(+94),0,20,20001x10,20011x3,-,-,5000
13007,은퇴 도적의 숏소드+1,단검,2,0,283(+22),0,21,20026x1,-,-,-,3000
13008,은퇴 도적의 숏소드+2,단검,2,0,305(+22),0,23,20026x2,-,-,-,3000
13009,부름받은 자의 티메타르,단검,2,0,327(+22),0,25,20026x3,-,-,-,3000
13010,부름받은 자의 티메타르,단검,2,0,421(+94),0,30,20002x10,20012x8,-,-,10000
13011,부름받은 자의 티메타르+1,단검,2,0,443(+22),0,31,20027x4,-,-,-,5000
13012,부름받은 자의 티메타르+2,단검,2,0,465(+22),0,32,20027x6,-,-,-,5000
13013,부름받은 자의 티메타르+3,단검,2,0,489(+24),0,33,20027x8,-,-,-,5000
13014,부름받은 자의 티메타르+4,단검,2,0,513(+24),0,35,20027x10,-,-,-,5000
13015,오로치노코타나,단검,3,0,609(+96),0,40,20002x20,20012x12,20031x1,-,30000
13016,오로치노코타나+1,단검,3,0,633(+24),0,42,20027x6,-,-,-,10000
13017,오로치노코타나+2,단검,3,0,657(+24),0,44,20027x8,-,-,-,10000
13018,오로치노코타나+3,단검,3,0,682(+25),0,46,20027x10,-,-,-,10000
13019,오로치노코타나+4,단검,3,0,707(+25),0,48,20027x12,-,-,-,10000
13020,피를 마시는 티그리스,단검,3,0,805(+98),0,50,20003x20,20013x16,20031x3,-,50000
13021,피를 마시는 티그리스+1,단검,3,0,830(+25),0,52,20028x10,-,-,-,20000
13022,피를 마시는 티그리스+2,단검,3,0,855(+25),0,54,20028x12,-,-,-,20000
13023,피를 마시는 티그리스+3,단검,3,0,882(+27),0,56,20028x14,-,-,-,20000
13024,피를 마시는 티그리스+4,단검,3,0,909(+27),0,58,20028x16,-,-,-,20000
13025,이클립스 스팅어,단검,4,0,1007(+98),0,60,20003x40,20013x24,20032x6,-,100000
13026,이클립스 스팅어+1,단검,4,0,1034(+27),0,62,20028x14,-,-,-,50000
13027,이클립스 스팅어+2,단검,4,0,1061(+27),0,64,20028x16,-,-,-,50000
13028,이클립스 스팅어+3,단검,4,0,1089(+28),0,66,20028x18,-,-,-,50000
13029,이클립스 스팅어+4,단검,4,0,1117(+28),0,68,20028x20,-,-,-,50000
13030,고요한 밤의 달조각,단검,4,0,1241(+124),0,70,20004x40,20014x30,20032x12,-,200000
13031,고요한 밤의 달조각+1,단검,4,0,1275(+34),0,70,20029x18,-,-,-,50000
13032,고요한 밤의 달조각+2,단검,4,0,1309(+34),0,70,20029x20,-,-,-,50000
13033,고요한 밤의 달조각+3,단검,4,0,1344(+35),0,70,20029x22,-,-,-,50000
13034,고요한 밤의 달조각+4,단검,4,0,1379(+35),0,70,20029x24,-,-,-,50000
13035,묵시록의 종막,단검,5,0,1534(+155),0,80,20004x60,20014x60,20033x10,-,400000
13036,묵시록의 종막+1,단검,5,0,1572(+38),0,80,20029x22,-,-,-,100000
13037,묵시록의 종막+2,단검,5,0,1610(+38),0,80,20029x24,-,-,-,100000
13038,묵시록의 종막+3,단검,5,0,1650(+40),0,80,20029x26,-,-,-,100000
13039,묵시록의 종막+4,단검,5,0,1690(+40),0,80,20029x28,-,-,-,100000
13040,사신의 몫,단검,5,0,1894(+204),0,90,20005x80,20015x90,20033x20,-,600000
13041,사신의 몫+1,단검,5,0,1958(+64),0,90,20030x26,-,-,-,100000
13042,사신의 몫+2,단검,5,0,2022(+64),0,90,20030x28,-,-,-,100000
13043,사신의 몫+3,단검,5,0,2086(+64),0,90,20030x30,-,-,-,100000
13044,사신의 몫+4,단검,5,0,2150(+64),0,90,20030x32,-,-,-,100000
14001,마도학 입문,마도서,1,0,10,0,1,-,-,-,-,0
14002,마도학 입문+1,마도서,1,0,26(+16),0,5,20026x1,-,-,-,200
14003,견습 마법사의 마법서,마도서,1,0,103(+77),0,10,20006x5,20011x2,-,-,1000
14004,견습 마법사의 마법서+1,마도서,1,0,120(+17),0,12,20026x1,-,-,-,1000
14005,견습 마법사의 마법서+2,마도서,1,0,137(+17),0,15,20026x2,-,-,-,1000
14006,마법의 정석,마도서,2,0,215(+78),0,20,20006x10,20011x3,-,-,5000
14007,마법의 정석+1,마도서,2,0,233(+18),0,21,20026x1,-,-,-,3000
14008,마법의 정석+2,마도서,2,0,251(+18),0,23,20026x2,-,-,-,3000
14009,마법의 정석+3,마도서,2,0,269(+18),0,25,20026x3,-,-,-,3000
14010,메피스토펠레스의 조소,마도서,2,0,349(+80),0,30,20007x10,20012x8,-,-,10000
14011,메피스토펠레스의 조소+1,마도서,2,0,368(+19),0,31,20027x4,-,-,-,5000
14012,메피스토펠레스의 조소+2,마도서,2,0,387(+19),0,32,20027x6,-,-,-,5000
14013,메피스토펠레스의 조소+3,마도서,2,0,406(+19),0,33,20027x8,-,-,-,5000
14014,메피스토펠레스의 조소+4,마도서,2,0,425(+19),0,35,20027x10,-,-,-,5000
14015,눈먼 자의 후회,마도서,3,0,505(+80),0,40,20007x20,20012x12,20031x1,-,30000
14016,눈먼 자의 후회+1,마도서,3,0,525(+20),0,42,20027x6,-,-,-,10000
14017,눈먼 자의 후회+2,마도서,3,0,545(+20),0,44,20027x8,-,-,-,10000
14018,눈먼 자의 후회+3,마도서,3,0,566(+21),0,46,20027x10,-,-,-,10000
14019,눈먼 자의 후회+4,마도서,3,0,587(+21),0,48,20027x12,-,-,-,10000
14020,블러디 메리,마도서,3,0,668(+81),0,50,20008x20,20013x16,20031x3,-,50000
14021,블러디 메리+1,마도서,3,0,690(+22),0,52,20028x10,-,-,-,20000
14022,블러디 메리+2,마도서,3,0,712(+22),0,54,20028x12,-,-,-,20000
14023,블러디 메리+3,마도서,3,0,734(+22),0,56,20028x14,-,-,-,20000
14024,블러디 메리+4,마도서,3,0,756(+22),0,58,20028x16,-,-,-,20000
14025,그림 그리모어,마도서,4,0,837(+81),0,60,20008x40,20013x24,20032x6,-,100000
14026,그림 그리모어+1,마도서,4,0,860(+23),0,62,20028x14,-,-,-,50000
14027,그림 그리모어+2,마도서,4,0,883(+23),0,64,20028x16,-,-,-,50000
14028,그림 그리모어+3,마도서,4,0,906(+23),0,66,20028x18,-,-,-,50000
14029,그림 그리모어+4,마도서,4,0,929(+23),0,68,20028x20,-,-,-,50000
14030,클라우드 시프트,마도서,4,0,1032(+103),0,70,20009x40,20014x30,20032x12,-,200000
14031,클라우드 시프트+1,마도서,4,0,1060(+28),0,70,20029x18,-,-,-,50000
14032,클라우드 시프트+2,마도서,4,0,1088(+28),0,70,20029x20,-,-,-,50000
14033,클라우드 시프트+3,마도서,4,0,1117(+29),0,70,20029x22,-,-,-,50000
14034,클라우드 시프트+4,마도서,4,0,1146(+29),0,70,20029x24,-,-,-,50000
14035,아브라멜린,마도서,5,0,1300(+154),0,80,20009x60,20014x60,20033x10,-,400000
14036,아브라멜린+1,마도서,5,0,1344(+44),0,80,20029x22,-,-,-,100000
14037,아브라멜린+2,마도서,5,0,1388(+44),0,80,20029x24,-,-,-,100000
14038,아브라멜린+3,마도서,5,0,1342(+44),0,80,20029x26,-,-,-,100000
14039,아브라멜린+4,마도서,5,0,1476(+44),0,80,20029x28,-,-,-,100000
14040,베리타스 바벨,마도서,5,0,1754(+278),0,90,20010x80,20015x90,20033x20,-,600000
14041,베리타스 바벨+1,마도서,5,0,1818(+64),0,90,20030x26,-,-,-,100000
14042,베리타스 바벨+2,마도서,5,0,1882(+64),0,90,20030x28,-,-,-,100000
14043,베리타스 바벨+3,마도서,5,0,1946(+64),0,90,20030x30,-,-,-,100000
14044,베리타스 바벨+4,마도서,5,0,2010(+64),0,90,20030x32,-,-,-,100000
15001,평범한 지팡이,스태프,1,0,10,0,1,-,-,-,-,0
15002,평범한 지팡이+1,스태프,1,0,23(+13),0,5,20026x1,-,-,-,200
15003,고목 지팡이,스태프,1,0,89(+66),0,10,20006x5,20011x2,-,-,1000
15004,고목 지팡이+1,스태프,1,0,103(+14),0,12,20026x1,-,-,-,1000
15005,고목 지팡이+2,스태프,1,0,117(+14),0,15,20026x2,-,-,-,1000
15006,성직자의 스태프,스태프,2,0,184(+67),0,20,20006x10,20011x3,-,-,5000
15007,성직자의 스태프+1,스태프,2,0,199(+15),0,21,20026x1,-,-,-,3000
15008,성직자의 스태프+2,스태프,2,0,214(+15),0,23,20026x2,-,-,-,3000
15009,성직자의 스태프+3,스태프,2,0,230(+16),0,25,20026x3,-,-,-,3000
15010,축복을 내리는 아케인,스태프,2,0,297(+67),221(+221),30,20007x10,20012x8,-,-,10000
15011,축복을 내리는 아케인+1,스태프,2,0,313(+16),239(+18),31,20027x4,-,-,-,5000
15012,축복을 내리는 아케인+2,스태프,2,0,329(+16),257(+18),32,20027x6,-,-,-,5000
15013,축복을 내리는 아케인+3,스태프,2,0,346(+17),276(+19),33,20027x8,-,-,-,5000
15014,축복을 내리는 아케인+4,스태프,2,0,363(+17),295(+19),35,20027x10,-,-,-,5000
15015,성녀의 마음,스태프,3,0,430(+67),371(+76),40,20007x20,20012x12,20031x1,-,30000
15016,성녀의 마음+1,스태프,3,0,447(+17),390(+19),42,20027x6,-,-,-,10000
15017,성녀의 마음+2,스태프,3,0,464(+17),409(+19),44,20027x8,-,-,-,10000
15018,성녀의 마음+3,스태프,3,0,482(+18),429(+20),46,20027x10,-,-,-,10000
15019,성녀의 마음+4,스태프,3,0,500(+18),449(+20),48,20027x12,-,-,-,10000
15020,희생 의식의 법장,스태프,3,0,567(+67),525(+76),50,20008x20,20013x16,20031x3,-,50000
15021,희생 의식의 법장+1,스태프,3,0,586(+19),546(+21),52,20028x10,-,-,-,20000
15022,희생 의식의 법장+2,스태프,3,0,605(+19),567(+21),54,20028x12,-,-,-,20000
15023,희생 의식의 법장+3,스태프,3,0,625(+20),589(+22),56,20028x14,-,-,-,20000
15024,희생 의식의 법장+4,스태프,3,0,645(+20),611(+22),58,20028x16,-,-,-,20000
15025,사교의 성물,스태프,4,0,712(+67),690(+79),60,20008x40,20013x24,20032x6,-,100000
15026,사교의 성물+1,스태프,4,0,732(+20),712(+22),62,20028x14,-,-,-,50000
15027,사교의 성물+2,스태프,4,0,752(+20),734(+22),64,20028x16,-,-,-,50000
15028,사교의 성물+3,스태프,4,0,772(+20),756(+22),66,20028x18,-,-,-,50000
15029,사교의 성물+4,스태프,4,0,792(+20),778(+22),68,20028x20,-,-,-,50000
15030,리저렉션 스태프,스태프,4,0,878(+86),878(+100),70,20009x40,20014x30,20032x12,-,200000
15031,리저렉션 스태프+1,스태프,4,0,902(+24),905(+27),70,20029x18,-,-,-,50000
15032,리저렉션 스태프+2,스태프,4,0,926(+24),932(+27),70,20029x20,-,-,-,50000
15033,리저렉션 스태프+3,스태프,4,0,951(+25),960(+28),70,20029x22,-,-,-,50000
15034,리저렉션 스태프+4,스태프,4,0,976(+25),988(+28),70,20029x24,-,-,-,50000
15035,타천사의 미스틸테인,스태프,5,0,1125(+149),1157(+169),80,20009x60,20014x60,20033x10,-,400000
15036,타천사의 미스틸테인+1,스태프,5,0,1161(+36),1189(+32),80,20029x22,-,-,-,100000
15037,타천사의 미스틸테인+2,스태프,5,0,1197(+36),1221(+32),80,20029x24,-,-,-,100000
15038,타천사의 미스틸테인+3,스태프,5,0,1233(+36),1253(+32),80,20029x26,-,-,-,100000
15039,타천사의 미스틸테인+4,스태프,5,0,1269(+36),1285(+32),80,20029x28,-,-,-,100000
15040,진실된 믿음,스태프,5,0,1455(+186),1477(+192),90,20009x80,20014x90,20033x20,-,600000
15041,진실된 믿음+1,스태프,5,0,1509(+54),1525(+48),90,20030x26,-,-,-,100000
15042,진실된 믿음+2,스태프,5,0,1563(+54),1573(+48),90,20030x28,-,-,-,100000
15043,진실된 믿음+3,스태프,5,0,1617(+54),1621(+48),90,20030x30,-,-,-,100000
15044,진실된 믿음+4,스태프,5,0,1671(+54),1669(+48),90,20030x32,-,-,-,100000
21001,오래된 갑옷,금속갑옷,1,0,0,25,1,-,-,-,-,0
21002,오래된 갑옷+1,금속갑옷,1,0,0,43(+18),5,20026x1,-,-,-,200
21003,판금 갑옷,금속갑옷,1,0,0,132(+89),10,20016x3,20001x2,20011x2,-,1000
21004,판금 갑옷+1,금속갑옷,1,0,0,152(+20),12,20026x1,-,-,-,1000
21005,판금 갑옷+2,금속갑옷,1,0,0,172(+20),15,20026x2,-,-,-,1000
21006,노기사의 갑옷,금속갑옷,2,0,0,262(+90),20,20016x5,20001x5,20011x3,-,5000
21007,노기사의 갑옷+1,금속갑옷,2,0,0,282(+20),21,20026x1,-,-,-,3000
21008,노기사의 갑옷+2,금속갑옷,2,0,0,302(+20),23,20026x2,-,-,-,3000
21009,노기사의 갑옷+3,금속갑옷,2,0,0,323(+21),25,20026x3,-,-,-,3000
21010,성광이 깃든 템플러,금속갑옷,2,1033(+1033),0,405(+82),30,20017x5,20002x5,20012x8,-,10000
21011,성광이 깃든 템플러+1,금속갑옷,2,1090(+57),0,424(+19),31,20027x4,-,-,-,5000
21012,성광이 깃든 템플러+2,금속갑옷,2,1147(+57),0,443(+19),32,20027x6,-,-,-,5000
21013,성광이 깃든 템플러+3,금속갑옷,2,1206(+59),0,463(+20),33,20027x8,-,-,-,5000
21014,성광이 깃든 템플러+4,금속갑옷,2,1265(+59),0,483(+20),35,20027x10,-,-,-,5000
21015,드래곤 메일,금속갑옷,3,1546(+281),0,583(+100),40,20017x10,20002x10,20012x12,20031x1,30000
21016,드래곤 메일+1,금속갑옷,3,1613(+67),0,606(+23),42,20027x6,-,-,-,10000
21017,드래곤 메일+2,금속갑옷,3,1680(+67),0,629(+23),44,20027x8,-,-,-,10000
21018,드래곤 메일+3,금속갑옷,3,1748(+68),0,653(+24),46,20027x10,-,-,-,10000
21019,드래곤 메일+4,금속갑옷,3,1816(+68),0,677(+24),48,20027x12,-,-,-,10000
21020,붉은 프랑코나느,금속갑옷,3,2081(+265),0,770(+93),50,20018x10,20003x10,20013x16,20031x3,50000
21021,붉은 프랑코나느+1,금속갑옷,3,2153(+72),0,794(+24),52,20028x10,-,-,-,20000
21022,붉은 프랑코나느+2,금속갑옷,3,2225(+72),0,818(+24),54,20028x12,-,-,-,20000
21023,붉은 프랑코나느+3,금속갑옷,3,2298(+73),0,844(+26),56,20028x14,-,-,-,20000
21024,붉은 프랑코나느+4,금속갑옷,3,2371(+73),0,870(+26),58,20028x16,-,-,-,20000
21025,땅거미의 주인,금속갑옷,4,2641(+270),0,965(+95),60,20018x20,20003x20,20013x24,20032x6,100000
21026,땅거미의 주인+1,금속갑옷,4,2716(+75),0,991(+26),62,20028x14,-,-,-,50000
21027,땅거미의 주인+2,금속갑옷,4,2791(+75),0,1017(+26),64,20028x16,-,-,-,50000
21028,땅거미의 주인+3,금속갑옷,4,2868(+77),0,1043(+26),66,20028x18,-,-,-,50000
21029,땅거미의 주인+4,금속갑옷,4,2945(+77),0,1069(+26),68,20028x20,-,-,-,50000
21030,맹세의 애즈라이트,금속갑옷,4,3508(+563),0,1189(+120),70,20019x20,20004x20,20014x30,20032x12,200000
21031,맹세의 애즈라이트+1,금속갑옷,4,3615(+107),0,1221(+32),70,20029x18,-,-,-,50000
21032,맹세의 애즈라이트+2,금속갑옷,4,3722(+107),0,1253(+32),70,20029x20,-,-,-,50000
21033,맹세의 애즈라이트+3,금속갑옷,4,3831(+109),0,1287(+34),70,20029x22,-,-,-,50000
21034,맹세의 애즈라이트+4,금속갑옷,4,3940(+109),0,1321(+34),70,20029x24,-,-,-,50000
21035,프레이야의 은총,금속갑옷,5,4640(+700),0,1469(+148),80,20019x30,20004x30,20014x60,20033x10,400000
21036,프레이야의 은총+1,금속갑옷,5,4760(+120),0,1506(+37),80,20029x22,-,-,-,100000
21037,프레이야의 은총+2,금속갑옷,5,4880(+120),0,1543(+37),80,20029x24,-,-,-,100000
21038,프레이야의 은총+3,금속갑옷,5,5002(+122),0,1581(+38),80,20029x26,-,-,-,100000
21039,프레이야의 은총+4,금속갑옷,5,5124(+122),0,1619(+38),80,20029x28,-,-,-,100000
21040,칠흑의 관,금속갑옷,5,5923(+799),0,1814(+195),90,20020x40,20005x40,20015x90,20033x20,600000
21041,칠흑의 관+1,금속갑옷,5,6252(+329),0,1922(+108),90,20030x26,-,-,-,100000
21042,칠흑의 관+2,금속갑옷,5,6581(+329),0,2030(+108),90,20030x28,-,-,-,100000
21043,칠흑의 관+3,금속갑옷,5,6910(+329),0,2138(+108),90,20030x30,-,-,-,100000
21044,칠흑의 관+4,금속갑옷,5,7239(+329),0,2246(+108),90,20030x32,-,-,-,100000
22001,가죽 장화,장화,1,0,0,20,1,-,-,-,-,0
22002,가죽 장화+1,장화,1,0,0,36(+16),5,20026x1,-,-,-,200
22003,튼튼한 레더 부츠,장화,1,0,0,113(+77),10,20021x3,20016x2,20011x2,-,1000
22004,튼튼한 레더 부츠+1,장화,1,0,0,130(+17),12,20026x1,-,-,-,1000
22005,튼튼한 레더 부츠+2,장화,1,0,0,147(+17),15,20026x2,-,-,-,1000
22006,사냥꾼의 헌팅 부츠,장화,2,0,0,225(+78),20,20021x5,20016x5,20011x3,-,5000
22007,사냥꾼의 헌팅 부츠+1,장화,2,0,0,243(+18),21,20026x1,-,-,-,3000
22008,사냥꾼의 헌팅 부츠+2,장화,2,0,0,261(+18),23,20026x2,-,-,-,3000
22009,사냥꾼의 헌팅 부츠+3,장화,2,0,0,279(+18),25,20026x3,-,-,-,3000
22010,교단 숲지기의 하이톱 슈즈,장화,2,1030(+1030),0,350(+71),30,20022x5,20017x5,20012x8,-,10000
22011,교단 숲지기의 하이톱 슈즈+1,장화,2,1082(+52),0,368(+18),31,20027x4,-,-,-,5000
22012,교단 숲지기의 하이톱 슈즈+2,장화,2,1138(+56),0,386(+18),32,20027x6,-,-,-,5000
22013,교단 숲지기의 하이톱 슈즈+3,장화,2,1196(+58),0,405(+19),33,20027x8,-,-,-,5000
22014,교단 숲지기의 하이톱 슈즈+4,장화,2,1256(+60),0,424(+19),35,20027x10,-,-,-,5000
22015,그을린 모크신,장화,3,1496(+240),0,505(+81),40,20022x10,20017x10,20012x12,20031x1,30000
22016,그을린 모크신+1,장화,3,1557(+61),0,525(+20),42,20027x6,-,-,-,10000
22017,그을린 모크신+2,장화,3,1618(+61),0,545(+20),44,20027x8,-,-,-,10000
22018,그을린 모크신+3,장화,3,1680(+62),0,566(+21),46,20027x10,-,-,-,10000
22019,그을린 모크신+4,장화,3,1742(+62),0,587(+21),48,20027x12,-,-,-,10000
22020,추적자의 콘트라페토,장화,3,1984(+242),0,668(+81),50,20023x10,20018x10,20013x16,20031x3,50000
22021,추적자의 콘트라페토+1,장화,3,2048(+64),0,689(+21),52,20028x10,-,-,-,20000
22022,추적자의 콘트라페토+2,장화,3,2112(+64),0,710(+21),54,20028x12,-,-,-,20000
22023,추적자의 콘트라페토+3,장화,3,2177(+65),0,733(+23),56,20028x14,-,-,-,20000
22024,추적자의 콘트라페토+4,장화,3,2242(+65),0,756(+23),58,20028x16,-,-,-,20000
22025,피로 물든 가죽 버킨,장화,4,2492(+250),0,837(+81),60,20023x20,20018x20,20013x24,20032x6,100000
22026,피로 물든 가죽 버킨+1,장화,4,2560(+68),0,860(+23),62,20028x14,-,-,-,50000
22027,피로 물든 가죽 버킨+2,장화,4,2628(+68),0,883(+23),64,20028x16,-,-,-,50000
